name,gpu_score
1488,radeon hd 6670 + 6670 dual,647.0
1489,radeon hd 6670 + 7660d dual,1492.0
1490,radeon hd 6670/7670,946.0
1491,radeon hd 6700m,1017.0
1492,radeon hd 6750,1043.0
1493,radeon hd 6750m,937.0
1494,radeon hd 6770,1251.0
1495,radeon hd 6770m,964.0
1496,radeon hd 6790,1619.0
1497,radeon hd 6800m,799.0
1498,radeon hd 6850,1966.0
1499,radeon hd 6850 x2,2534.0
1500,radeon hd 6870,2216.0
1501,radeon hd 6900m,1703.0
1502,radeon hd 6950,2615.0
1503,radeon hd 6970,2832.0
1504,radeon hd 6970m,2270.0
1505,radeon hd 6990,3013.0
1506,radeon hd 7290,112.0
1507,radeon hd 7290m,123.0
1508,radeon hd 7310,128.0
1509,radeon hd 7310 - carte graphique,174.0
1510,radeon hd 7310g,181.0
1511,radeon hd 7310m,166.0
1512,radeon hd 7340,153.0
1513,radeon hd 7340g,196.0
1514,radeon hd 7340m,221.0
1515,radeon hd 7350,165.0
1516,radeon hd 7400g,267.0
1517,radeon hd 7420g,309.0
1518,radeon hd 7450,225.0
1519,radeon hd 7450a,288.0
1520,radeon hd 7450m,330.0
1521,radeon hd 7470,289.0
1522,radeon hd 7470m,408.0
1523,radeon hd 7480d,279.0
1524,radeon hd 7500g,308.0
1525,radeon hd 7500g + 7500m/7600m dual,617.0
1526,radeon hd 7500g + 7550m dual,497.0
1527,radeon hd 7500g + hd 7500m/7600m dual,356.0
1528,radeon hd 7520g,316.0
1529,radeon hd 7520g + 7400m dual,487.0
1530,radeon hd 7520g + 7470m dual,543.0
1531,radeon hd 7520g + 7500/7600 dual,582.0
1532,radeon hd 7520g + 7600m dual,591.0
1533,radeon hd 7520g + 7610m dual,588.0
1534,radeon hd 7520g + 7650m dual,453.0
1535,radeon hd 7520g + 7670m dual,523.0
1536,radeon hd 7520g + 7700m dual,1061.0
1537,radeon hd 7520g + 8600/8700m dual,311.0
1538,radeon hd 7520g + 8750m dual,377.0
1539,radeon hd 7520g + hd 7400m dual,545.0
1540,radeon hd 7520g + hd 7500/7600 dual,832.0
1541,radeon hd 7520g + hd 7600m dual,447.0
1542,radeon hd 7520g + hd 7670m dual,495.0
1543,radeon hd 7520g + hd 7700m dual,575.0
1544,radeon hd 7520g + hd 8600/8700m dual,624.0
1545,radeon hd 7520g + hd 8750m dual,651.0
1546,radeon hd 7520g n hd 7520g + hd 7500/7600 7500/760,575.0
1547,radeon hd 7520g n hd 7520g + hd 7600m n hd 7600m d,365.0
1548,radeon hd 7540d,332.0
1549,radeon hd 7540d + 6570 dual,720.0
1550,radeon hd 7540d + 7500 dual,822.0
1551,radeon hd 7540d + hd 6450 dual,643.0
1552,radeon hd 7550m,465.0
1553,radeon hd 7550m/7650m,729.0
1554,radeon hd 7560d,458.0
1555,radeon hd 7560d + 6450 dual,569.0
1556,radeon hd 7560d + 6570 dual,833.0
1557,radeon hd 7560d + 6670 dual,1131.0
1558,radeon hd 7560d + 7560d dual,983.0
1559,radeon hd 7560d + 7570 dual,985.0
1560,radeon hd 7560d + 7670 dual,1426.0
1561,radeon hd 7560d + 7700 dual,1919.0
1562,radeon hd 7560d + hd 6570 dual,1237.0
1563,radeon hd 7560d + hd 6670 dual,1555.0
1564,radeon hd 7560d + hd 7000 dual,534.0
1565,radeon hd 7560d + hd 7600 dual,1258.0
1566,radeon hd 7560d + hd 7670 dual,1380.0
1567,radeon hd 7560d + hd 7700 dual,1347.0
1568,radeon hd 7560d + hd 8570 dual,936.0
1569,radeon hd 7560d + r5 235 dual,563.0
1570,radeon hd 7570,612.0
1571,radeon hd 7570m,427.0
1572,radeon hd 7570m/hd 7670m,699.0
1573,radeon hd 7580d,351.0
1574,radeon hd 7600g,327.0
1575,radeon hd 7600g + 6400m dual,377.0
1576,radeon hd 7600g + 7450m dual,390.0
1577,radeon hd 7600g + 7500m/7600m dual,406.0
1578,radeon hd 7600g + 7550m dual,423.0
1579,radeon hd 7600g + 8500m/8700m dual,334.0
1580,radeon hd 7600g + hd 7400m dual,329.0
1581,radeon hd 7600g + hd 7500m/7600m dual,477.0
1582,radeon hd 7600g + hd 7550m dual,509.0
1583,radeon hd 7600g + hd 8670m dual,544.0
1584,radeon hd 7600g + hd dual,435.0
1585,radeon hd 7600g n hd 7600g + hd on hd dual,526.0
1586,radeon hd 7600m + 7600m dual,773.0
1587,radeon hd 7610m,632.0
1588,radeon hd 7620g,364.0
1589,radeon hd 7620g + 8600m dual,509.0
1590,radeon hd 7620g + 8670m dual,577.0
1591,radeon hd 7620g + hd 8600m dual,443.0
1592,radeon hd 7620g + hd 8670m dual,507.0
1593,radeon hd 7620g n hd 7620g + hd 8600m n hd 8600m d,452.0
1594,radeon hd 7640g,459.0
1595,radeon hd 7640g + 6400m dual,527.0
1596,radeon hd 7640g + 7400m dual,637.0
1597,radeon hd 7640g + 7450m dual,754.0
1598,radeon hd 7640g + 7470m dual,595.0
1599,radeon hd 7640g + 7500/7600 dual,627.0
1600,radeon hd 7640g + 7500m/7600m dual,776.0
1601,radeon hd 7640g + 7600m dual,706.0
1602,radeon hd 7640g + 7610m dual,510.0
1603,radeon hd 7640g + 7650m dual,747.0
1604,radeon hd 7640g + 7670m dual,645.0
1605,radeon hd 7640g + 7690m dual,946.0
1606,radeon hd 7640g + 7700m dual,691.0
1607,radeon hd 7640g + 8500m dual,586.0
1608,radeon hd 7640g + 8570m dual,558.0
1609,radeon hd 7640g + 8600/8700m dual,689.0
1610,radeon hd 7640g + 8600m dual,250.0
1611,radeon hd 7640g + 8670m dual,558.0
1612,radeon hd 7640g + 8750m dual,655.0
1613,radeon hd 7640g + hd 7400m dual,621.0
1614,radeon hd 7640g + hd 7500/7600 dual,424.0
1615,radeon hd 7640g + hd 7600m dual,704.0
1616,radeon hd 7640g + hd 7600m n hd 7600m dual,407.0
1617,radeon hd 7640g + hd 7670m dual,519.0
1618,radeon hd 7640g + hd 7700m dual,589.0
1619,radeon hd 7640g + hd 7700m n hd 7700m dual,631.0
1620,radeon hd 7640g + hd 8500m dual,607.0
1621,radeon hd 7640g + hd 8500m n hd 8500m dual,666.0
1622,radeon hd 7640g + hd 8570m dual,475.0
1623,radeon hd 7640g + hd 8600/8700m dual,587.0
1624,radeon hd 7640g + hd 8670m dual,677.0
1625,radeon hd 7640g + hd 8750m dual,997.0
1626,radeon hd 7640g + r5 m200 dual,559.0
1627,radeon hd 7640g + r5 m230 dual,239.0
1628,radeon hd 7640g n hd 7640g + hd 7600m n hd 7600m d,824.0
1629,radeon hd 7640g n hd 7640g + hd 7670m dual,680.0
1630,radeon hd 7640g n hd 7640g + hd 8570m dual,423.0
1631,radeon hd 7650a,569.0
1632,radeon hd 7650m,437.0
1633,radeon hd 7660d,503.0
1634,radeon hd 7660d + 6570 dual,1100.0
1635,radeon hd 7660d + 6670 dual,1238.0
1636,radeon hd 7660d + 7470 dual,466.0
1637,radeon hd 7660d + 7500 dual,1121.0
1638,radeon hd 7660d + 7540d dual,1204.0
1639,radeon hd 7660d + 7670 dual,1062.0
1640,radeon hd 7660d + hd 6670 dual,1485.0
1641,radeon hd 7660d + hd 7000 dual,634.0
1642,radeon hd 7660d + hd 7400 dual,340.0
1643,radeon hd 7660d + hd 7700 dual,1958.0
1644,radeon hd 7660d + r5 235 dual,524.0
1645,radeon hd 7660d + r7 240 dual,942.0
1646,radeon hd 7660g,476.0
1647,radeon hd 7660g + 7400m dual,588.0
1648,radeon hd 7660g + 7470m dual,631.0
1649,radeon hd 7660g + 7600m dual,832.0
1650,radeon hd 7660g + 7610m dual,746.0
1651,radeon hd 7660g + 7670m dual,743.0
1652,radeon hd 7660g + 7700m dual,757.0
1653,radeon hd 7660g + 7730m dual,931.0
1654,radeon hd 7660g + 8600m dual,446.0
1655,radeon hd 7660g + 8670m dual,588.0
1656,radeon hd 7660g + hd 7500/7600 7500/7600 dual,1002.0
1657,radeon hd 7660g + hd 7500/7600 dual,760.0
1658,radeon hd 7660g + hd 7500m/7600m dual,999.0
1659,radeon hd 7660g + hd 7600m dual,568.0
1660,radeon hd 7660g + hd 7600m n hd 7600m dual,460.0
1661,radeon hd 7660g + hd 7670m dual,707.0
1662,radeon hd 7660g + hd 7700m dual,777.0
1663,radeon hd 7660g + hd 7730m dual,882.0
1664,radeon hd 7660g + hd 8500m dual,758.0
1665,radeon hd 7660g + hd 8600/8700m dual,747.0
1666,radeon hd 7660g + hd 8600m dual,364.0
1667,radeon hd 7660g + hd 8670m dual,711.0
1668,radeon hd 7660g n hd 7660g + hd 7600m n hd 7600m d,723.0
1669,radeon hd 7660g n hd 7660g + hd 7670m dual,705.0
1670,radeon hd 7660g n hd 7660g + hd 7700m n hd 7700m d,967.0
1671,radeon hd 7670,805.0
1672,radeon hd 7670a,1050.0
1673,radeon hd 7670m,473.0
1674,radeon hd 7670m + 7670m dual,738.0
1675,radeon hd 7690m,909.0
1676,radeon hd 7690m xt,1009.0
1677,radeon hd 7700-serie,1899.0
1678,radeon hd 7730,1208.0
1679,radeon hd 7730m,775.0
1680,radeon hd 7750,1700.0
1681,radeon hd 7750m,1191.0
1682,radeon hd 7770,2173.0
1683,radeon hd 7790,3090.0
1684,radeon hd 7800-serie,4029.0
1685,radeon hd 7850,3865.0
1686,radeon hd 7850m,1373.0
1687,radeon hd 7870,4636.0
1688,radeon hd 7870 xt,4470.0
1689,radeon hd 7870m,1507.0
1690,radeon hd 7950 / r9 280,4765.0
1691,radeon hd 7970 / r9 280x,5248.0
1692,radeon hd 7970m,3559.0
1693,radeon hd 7990,5566.0
1694,radeon hd 8180,139.0
1695,radeon hd 8210,189.0
1696,radeon hd 8210e,194.0
1697,radeon hd 8240,246.0
1698,radeon hd 8250,212.0
1699,radeon hd 8280,261.0
1700,radeon hd 8280e,256.0
1701,radeon hd 8280g,270.0
1702,radeon hd 8310e,341.0
1703,radeon hd 8330,265.0
1704,radeon hd 8330e,259.0
1705,radeon hd 8350,163.0
1706,radeon hd 8350g,304.0
1707,radeon hd 8370d,312.0
1708,radeon hd 8400,265.0
1709,radeon hd 8400e,276.0
1710,radeon hd 8410g,435.0
1711,radeon hd 8450g,342.0
1712,radeon hd 8450g + 8600/8700m dual,1070.0
1713,radeon hd 8450g + 8600m dual,545.0
1714,radeon hd 8450g + 8670m dual,475.0
1715,radeon hd 8450g + 8750m dual,637.0
1716,radeon hd 8450g + hd 8600m dual,452.0
1717,radeon hd 8450g + hd 8670m dual,478.0
1718,radeon hd 8450g + hd 8750m dual,504.0
1719,radeon hd 8450g + r5 m230 dual,578.0
1720,radeon hd 8470,251.0
1721,radeon hd 8470d,373.0
1722,radeon hd 8470d + 6450 dual,717.0
1723,radeon hd 8470d + 6570 dual,838.0
1724,radeon hd 8470d + hd 6450 dual,863.0
1725,radeon hd 8470d + hd 6670 dual,1436.0
1726,radeon hd 8470d + hd 7500 dual,1545.0
1727,radeon hd 8490,263.0
1728,radeon hd 8500m,421.0
1729,radeon hd 8500m/8700m,853.0
1730,radeon hd 8510g,358.0
1731,radeon hd 8510g + 8500m dual,596.0
1732,radeon hd 8510g + hd 8500m dual,630.0
1733,radeon hd 8550d,567.0
1734,radeon hd 8550g,412.0
1735,radeon hd 8550g + 7600m dual,901.0
1736,radeon hd 8550g + 8500m dual,603.0
1737,radeon hd 8550g + 8570m dual,533.0
1738,radeon hd 8550g + 8600/8700m dual,803.0
1739,radeon hd 8550g + 8600m dual,618.0
1740,radeon hd 8550g + 8670m dual,579.0
1741,radeon hd 8550g + 8690m dual,664.0
1742,radeon hd 8550g + 8750m dual,796.0
1743,radeon hd 8550g + hd 7600m dual,548.0
1744,radeon hd 8550g + hd 8500m dual,559.0
1745,radeon hd 8550g + hd 8570m dual,529.0
1746,radeon hd 8550g + hd 8600/8700m dual,655.0
1747,radeon hd 8550g + hd 8600m dual,594.0
1748,radeon hd 8550g + hd 8670m dual,546.0
1749,radeon hd 8550g + hd 8750m dual,819.0
1750,radeon hd 8550g + r5 m200 dual,619.0
1751,radeon hd 8550g + r5 m230 dual,488.0
1752,radeon hd 8550g n hd 8550g + hd 8600m n hd 8600m d,612.0
1753,radeon hd 8570,942.0
1754,radeon hd 8570 + 8670d dual,620.0
1755,radeon hd 8570 + hd 7660d dual,949.0
1756,radeon hd 8570d,431.0
1757,radeon hd 8570d + 6570 dual,1239.0
1758,radeon hd 8570d + 6670 dual,1040.0
1759,radeon hd 8570d + hd 6570 dual,868.0
1760,radeon hd 8570d + hd 6670 dual,1261.0
1761,radeon hd 8570d + hd 7000 dual,753.0
1762,radeon hd 8570d + hd 7700 dual,1835.0
1763,radeon hd 8570d + hd 8470 dual,338.0
1764,radeon hd 8570d + hd 8570 dual,1033.0
1765,radeon hd 8570d + hd8490 dual,374.0
1766,radeon hd 8570d + r5 235 dual,471.0
1767,radeon hd 8570d + r7 200 dual,999.0
1768,radeon hd 8570d + r7 240 dual,964.0
1769,radeon hd 8570m,441.0
1770,radeon hd 8600/8700m,1030.0
1771,radeon hd 8610g,416.0
1772,radeon hd 8610g + 8500m dual,610.0
1773,radeon hd 8610g + 8600m dual,589.0
1774,radeon hd 8610g + 8670m dual,600.0
1775,radeon hd 8610g + hd 8500m dual,646.0
1776,radeon hd 8610g + hd 8600m dual,481.0
1777,radeon hd 8610g + hd 8670m dual,578.0
1778,radeon hd 8610g + r5 m200 dual,676.0
1779,radeon hd 8650d,396.0
1780,radeon hd 8650g,524.0
1781,radeon hd 8650g + 7600m dual,742.0
1782,radeon hd 8650g + 7670m dual,884.0
1783,radeon hd 8650g + 7700m dual,1126.0
1784,radeon hd 8650g + 8500m dual,627.0
1785,radeon hd 8650g + 8570m dual,654.0
1786,radeon hd 8650g + 8600/8700m dual,832.0
1787,radeon hd 8650g + 8600m dual,613.0
1788,radeon hd 8650g + 8670m dual,635.0
1789,radeon hd 8650g + 8750m dual,787.0
1790,radeon hd 8650g + hd 7600m dual,820.0
1791,radeon hd 8650g + hd 7670m dual,634.0
1792,radeon hd 8650g + hd 8570m dual,716.0
1793,radeon hd 8650g + hd 8600/8700m dual,764.0
1794,radeon hd 8650g + hd 8600m dual,606.0
1795,radeon hd 8650g + hd 8600m n hd 8600m dual,758.0
1796,radeon hd 8650g + hd 8670m dual,585.0
1797,radeon hd 8650g + hd 8750m dual,652.0
1798,radeon hd 8650g + hd 8790m dual,800.0
1799,radeon hd 8650g + r5 m200 dual,723.0
1800,radeon hd 8650g + r5 m230 dual,686.0
1801,radeon hd 8650g n hd 8650g + hd 8570m dual,773.0
1802,radeon hd 8650g n hd 8650g + hd 8600/8700m dual,796.0
1803,radeon hd 8650g n hd 8650g + hd 8600m n hd 8600m d,680.0
1804,radeon hd 8670d,534.0
1805,radeon hd 8670d + 6670 dual,1361.0
1806,radeon hd 8670d + 7000 dual,812.0
1807,radeon hd 8670d + 7700 dual,1789.0
1808,radeon hd 8670d + 8570 dual,974.0
1809,radeon hd 8670d + hd 6670 dual,1222.0
1810,radeon hd 8670d + hd 7000 dual,719.0
1811,radeon hd 8670d + hd 7600 dual,1318.0
1812,radeon hd 8670d + hd 7700 dual,1892.0
1813,radeon hd 8670d + r5 235 dual,837.0
1814,radeon hd 8670d + r5 330 dual,746.0
1815,radeon hd 8670d + r7 200 dual,950.0
1816,radeon hd 8670d + r7 240 dual,1020.0
1817,radeon hd 8670d n hd 8670d + hd 8670d dual,489.0
1818,radeon hd 8670m,520.0
1819,radeon hd 8690a,502.0
1820,radeon hd 8690m,984.0
1821,radeon hd 8730m,781.0
1822,radeon hd 8750m,1004.0
1823,radeon hd 8790m,1306.0
1824,radeon hd 8790m / r9 m290x,1211.0
1825,radeon hd 8850m,973.0
1826,radeon hd 8850m / r9 m265x,1140.0
1827,radeon hd 8870m,1638.0
1828,radeon hd 8870m / r9 m270x / m370x,1800.0
1829,radeon hd 8950,2785.0
1830,radeon hd 8970m,3876.0
1831,radeon hd 8990,5214.0
1832,radeon hd hd7850m,1652.0
1833,radeon hd4650,240.0
1834,radeon hd4670,366.0
1835,radeon hd6370d,320.0
1836,radeon hd6410d,423.0
1837,radeon hd6530d,532.0
1838,radeon hd7450,199.0
1839,radeon hd8530m,490.0
1840,radeon hd8970m,3369.0
1841,radeon hdg 4670,170.0
1842,radeon igp 320,4.0
1843,radeon igp 320m,4.0
1844,radeon igp 340m,3.0
1845,radeon igp 345m,3.0
1846,radeon igp 34xm,2.0
1847,radeon igp 350m,6.0
1848,radeon infoshock 3000,107.0
1849,radeon instinct mi25 mxgpu,4979.0
1850,radeon m535dx,750.0
1851,radeon pro,2475.0
1852,radeon pro 450,2723.0
1853,radeon pro 455,3113.0
1854,radeon pro 460,3453.0
1855,radeon pro 465,4538.0
1856,radeon pro 5300,7144.0
1857,radeon pro 5300m,5960.0
1858,radeon pro 5500 xt,8375.0
1859,radeon pro 5500m,6771.0
1860,radeon pro 555,3141.0
1861,radeon pro 560,3475.0
1862,radeon pro 5600m,9233.0
1863,radeon pro 560x,3678.0
1864,radeon pro 570,6337.0
1865,radeon pro 5700,11844.0
1866,radeon pro 5700 xt,12613.0
1867,radeon pro 580,7753.0
1868,radeon pro 580x,7540.0
1869,radeon pro duo,8164.0
1870,radeon pro ryzen 5 pro 6650u,4067.0
1871,radeon pro ryzen 7 pro 6850u,5715.0
1872,radeon pro ssg,10972.0
1873,radeon pro v340 mxgpu,2853.0
1874,radeon pro v520 mxgpu,12258.0
1875,radeon pro vega 16,4809.0
1876,radeon pro vega 20,5300.0
1877,radeon pro vega 48,11300.0
1878,radeon pro vega 56,12354.0
1879,radeon pro vega 64,12920.0
1880,radeon pro vega 64x,13709.0
1881,radeon pro vega ii,15597.0
1882,radeon pro vega ii duo,14018.0
1883,radeon pro vii,12839.0
1884,radeon pro w5500,9119.0
1885,radeon pro w5500m,3470.0
1886,radeon pro w5500x,7351.0
1887,radeon pro w5700,15038.0
1888,radeon pro w5700x,17591.0
1889,radeon pro w6300,5560.0
1890,radeon pro w6400,8082.0
1891,radeon pro w6600,15596.0
1892,radeon pro w6600m,9522.0
1893,radeon pro w6600x,13113.0
1894,radeon pro w6800,19791.0
1895,radeon pro w7500,14498.0
1896,radeon pro w7600,14227.0
1897,radeon pro w7700,19227.0
1898,radeon pro w7800,28601.0
1899,radeon pro w7900,29471.0
1900,radeon pro wx 2100,1835.0
1901,radeon pro wx 3100,2540.0
1902,radeon pro wx 3200,2415.0
1903,radeon pro wx 4100,3648.0
1904,radeon pro wx 4130,2168.0
1905,radeon pro wx 4150,2615.0
1906,radeon pro wx 4170,1409.0
1907,radeon pro wx 5100,5560.0
1908,radeon pro wx 7100,7869.0
1909,radeon pro wx 7130,6715.0
1910,radeon pro wx 8200,13527.0
1911,radeon pro wx 9100,12470.0
1912,radeon pro wx vega m gl,4643.0
1913,radeon r1e,301.0
1914,radeon r2,248.0
1915,radeon r2e,212.0
1916,radeon r3,306.0
1917,radeon r3e,225.0
1918,radeon r4,336.0
1919,radeon r4e,487.0
1920,radeon r5 220,148.0
1921,radeon r5 230,222.0
1922,radeon r5 235,336.0
1923,radeon r5 235 + hd 7560d dual,744.0
1924,radeon r5 235 + hd 8570d dual,738.0
1925,radeon r5 235x,277.0
1926,radeon r5 240,544.0
1927,radeon r5 310,332.0
1928,radeon r5 330,521.0
1929,radeon r5 340,935.0
1930,radeon r5 420,575.0
1931,radeon r5 430,915.0
1932,radeon r5 435,851.0
1933,radeon r5 a10-9600p 4c+6g,619.0
1934,"radeon r5 a10-9600p radeon r5, 10 compute cores 4c",700.0
1935,radeon r5 a10-9620p 4c+6g,732.0
1936,"radeon r5 a10-9620p radeon r5, 10 compute cores 4c",665.0
1937,radeon r5 a10-9630p 4c+6g,977.0
1938,"radeon r5 a10-9630p radeon r5, 10 compute cores 4c",751.0
1939,radeon r5 a240,576.0
1940,radeon r5 a6-7480,698.0
1941,radeon r5 a6-8500p,587.0
1942,"radeon r5 a6-9400 radeon r5, 6 compute cores 2c+4g",605.0
1943,radeon r5 a6-9500 2c+6g,853.0
1944,"radeon r5 a6-9500 radeon r5, 8 compute cores 2c+6g",929.0
1945,radeon r5 a6-9500e 2c+4g,1015.0
1946,"radeon r5 a6-9500e radeon r5, 6 compute cores 2c+4",727.0
1947,radeon r5 m230,414.0
1948,radeon r5 m240,450.0
1949,radeon r5 m255,536.0
1950,radeon r5 m315,474.0
1951,radeon r5 m320,455.0
1952,radeon r5 m330,596.0
1953,radeon r5 m335,549.0
1954,radeon r5 m420,487.0
1955,radeon r5 m430,649.0
1956,radeon r5 m435,804.0
1957,radeon r5 opteron x3216,394.0
1958,radeon r5 pro a10-8730b 4c+6g,695.0
1959,"radeon r5 pro a10-8730b r5, 10 compute cores 4c+6g",612.0
1960,radeon r5 pro a6-8500b 2c+4g,508.0
1961,"radeon r5 pro a6-8500b r5, 6 compute cores 2c+4g",478.0
1962,radeon r5 pro a6-8530b 2c+4g,690.0
1963,"radeon r5 pro a6-8530b r5, 6 compute cores 2c+4g",346.0
1964,radeon r5 pro a6-8570 2c+6g,847.0
1965,"radeon r5 pro a6-8570 r5, 8 compute cores 2c+6g",985.0
1966,radeon r5 pro a6-8570e 2c+4g,638.0
1967,"radeon r5 pro a6-8570e r5, 6 compute cores 2c+4g",690.0
1968,radeon r5 pro a6-9500 2c+6g,1096.0
1969,"radeon r5 pro a6-9500 r5, 8 compute cores 2c+6g",794.0
1970,radeon r5 pro a6-9500b 2c+4g,693.0
1971,"radeon r5 pro a6-9500b r5, 6 compute cores 2c+4g",408.0
1972,radeon r5 pro a6-9500e 2c+4g,771.0
1973,radeon r5 pro a8-9600b 4c+6g,659.0
1974,"radeon r5 pro a8-9600b r5, 10 compute cores 4c+6g",553.0
1975,radeon r5e,301.0
1976,radeon r6,618.0
1977,radeon r6 + r7 m265dx dual,571.0
1978,radeon r6 a10-8700p,541.0
1979,radeon r6 a10-9600p 4c+6g,970.0
1980,radeon r6 a8-8600p,475.0
1981,radeon r6 m255dx,605.0
1982,radeon r6 opteron x3418,955.0
1983,radeon r6 pro a10-8700b 4c+6g,538.0
1984,"radeon r6 pro a10-8700b r6, 10 compute cores 4c+6g",540.0
1985,radeon r6 pro a8-8600b 4c+6g,532.0
1986,"radeon r6 pro a8-8600b r6, 10 compute cores 4c+6g",590.0
1987,radeon r7 + hd 7700 dual,1962.0
1988,radeon r7 + r5 330 dual,1028.0
1989,radeon r7 + r5 340 dual,1235.0
1990,radeon r7 + r5 435 dual a10-9700 radeon,886.0
1991,radeon r7 + r5 dual,898.0
1992,radeon r7 + r7 200 dual,1077.0
1993,radeon r7 + r7 240 dual,1045.0
1994,radeon r7 + r7 250 dual,1232.0
1995,radeon r7 + r7 350 dual,1982.0
1996,radeon r7 +8g,1191.0
1997,radeon r7 240,899.0
1998,radeon r7 240 + hd 8570d dual,918.0
1999,radeon r7 240 + hd 8670d dual,930.0
2000,radeon r7 250,1060.0
2001,radeon r7 250x,2269.0
2002,radeon r7 260,2892.0
2003,radeon r7 260x,3188.0
2004,radeon r7 340,1000.0
2005,radeon r7 360,3105.0
2006,radeon r7 370,4510.0
2007,radeon r7 430,1092.0
2008,radeon r7 450,1923.0
2009,radeon r7 7850a10-7850k,551.0
2010,radeon r7 a10 extreme edition,816.0
2011,radeon r7 a10 pro-7800b,780.0
2012,radeon r7 a10 pro-7850b,822.0
2013,radeon r7 a10-7700k,779.0
2014,radeon r7 a10-7800,717.0
2015,radeon r7 a10-7850k,962.0
2016,radeon r7 a10-7860k,927.0
2017,radeon r7 a10-7870k,1111.0
2018,radeon r7 a10-7890k,975.0
2019,radeon r7 a10-8750,856.0
2020,radeon r7 a10-8850,773.0
2021,radeon r7 a10-9700 radeon,926.0
2022,radeon r7 a10-9700e radeon,900.0
2023,radeon r7 a12-9700p radeon,731.0
2024,radeon r7 a12-9720p radeon,735.0
2025,radeon r7 a12-9730p radeon,1027.0
2026,radeon r7 a12-9800 radeon,1081.0
2027,radeon r7 a12-9800e radeon,913.0
2028,radeon r7 a265,994.0
2029,radeon r7 a360,608.0
2030,radeon r7 a365,781.0
2031,radeon r7 a370,1281.0
2032,radeon r7 a8 pro-7600b,667.0
2033,radeon r7 a8-7500,875.0
2034,radeon r7 a8-7500 4c+6g,853.0
2035,radeon r7 a8-7600,786.0
2036,radeon r7 a8-7650k,745.0
2037,radeon r7 a8-7670k,849.0
2038,radeon r7 a8-7680,826.0
2039,radeon r7 a8-7690k,1141.0
2040,radeon r7 a8-7a8-7600,583.0
2041,radeon r7 a8-8650,913.0
2042,radeon r7 a8-9600 radeon,822.0
2043,radeon r7 eng sample: zm2111c1y4382_34/21/13/06_98,422.0
2044,radeon r7 fx-8800p,830.0
2045,radeon r7 fx-9800p radeon,706.0
2046,radeon r7 fx-9830p radeon,1465.0
2047,radeon r7 g,870.0
2048,radeon r7 m260,499.0
2049,radeon r7 m260dx,817.0
2050,radeon r7 m260x,986.0
2051,radeon r7 m265,546.0
2052,radeon r7 m265dx,499.0
2053,radeon r7 m270,767.0
2054,radeon r7 m270dx,962.0
2055,radeon r7 m340,655.0
2056,radeon r7 m350,1166.0
2057,radeon r7 m360,573.0
2058,radeon r7 m365x,751.0
2059,radeon r7 m370,1418.0
2060,radeon r7 m380,1669.0
2061,radeon r7 m440,896.0
2062,radeon r7 m445,943.0
2063,radeon r7 m460,1072.0
2064,radeon r7 m465,1125.0
2065,radeon r7 m465x,1780.0
2066,radeon r7 opteron x3421,1169.0
2067,radeon r7 pro a10-8750b,768.0
2068,radeon r7 pro a10-8770,918.0
2069,radeon r7 pro a10-8770e,825.0
2070,radeon r7 pro a10-8850b,945.0
2071,radeon r7 pro a10-9700,799.0
2072,radeon r7 pro a10-9700b,629.0
2073,radeon r7 pro a10-9700e,971.0
2074,radeon r7 pro a12-8800b,597.0
2075,radeon r7 pro a12-8830b,614.0
2076,radeon r7 pro a12-8870,905.0
2077,radeon r7 pro a12-8870e,906.0
2078,radeon r7 pro a12-9800,877.0
2079,radeon r7 pro a12-9800b,702.0
2080,radeon r7 pro a12-9800e,954.0
2081,radeon r7 pro a6-9500 2c+6g,781.0
2082,"radeon r7 pro a6-9500 r5, 8 compute cores 2c+6g",1293.0
2083,radeon r7 pro a8-8650b,719.0
2084,radeon r7 pro a8-8670e,1310.0
2085,radeon r7 pro a8-9600,893.0
2086,radeon r7e,565.0
