name,gpu_score
2087,radeon r8 m365dx,647.0
2088,radeon r8 m445dx,797.0
2089,radeon r8 m535dx,670.0
2090,radeon r9 255,1420.0
2091,radeon r9 260,3182.0
2092,radeon r9 270,4306.0
2093,radeon r9 270 / r7 370,4260.0
2094,radeon r9 270x,4870.0
2095,radeon r9 280,5557.0
2096,radeon r9 280x,6176.0
2097,radeon r9 285,6680.0
2098,radeon r9 285 / 380,5550.0
2099,radeon r9 290,8298.0
2100,radeon r9 290 / 390,8150.0
2101,radeon r9 290x,8623.0
2102,radeon r9 290x / 390x,8389.0
2103,radeon r9 295x2,8608.0
2104,radeon r9 350,2003.0
2105,radeon r9 360,3032.0
2106,radeon r9 370,4722.0
2107,radeon r9 380,6135.0
2108,radeon r9 380x,6187.0
2109,radeon r9 390,8910.0
2110,radeon r9 390x,9416.0
2111,radeon r9 a375,1024.0
2112,radeon r9 fury,9593.0
2113,radeon r9 fury + fury x,9741.0
2114,radeon r9 fury x,9580.0
2115,radeon r9 m265x,1140.0
2116,radeon r9 m270x,1204.0
2117,radeon r9 m275,1115.0
2118,radeon r9 m275x,1616.0
2119,radeon r9 m275x / m375,1575.0
2120,radeon r9 m280x,814.0
2121,radeon r9 m290x,3256.0
2122,radeon r9 m295x,5150.0
2123,radeon r9 m360,1812.0
2124,radeon r9 m365x,1482.0
2125,radeon r9 m370x,1555.0
2126,radeon r9 m375,970.0
2127,radeon r9 m375x,1808.0
2128,radeon r9 m380,2774.0
2129,radeon r9 m385,2061.0
2130,radeon r9 m385x,1994.0
2131,radeon r9 m390x,3597.0
2132,radeon r9 m395,4911.0
2133,radeon r9 m395x,5195.0
2134,radeon r9 m470,2331.0
2135,radeon r9 m470x,3244.0
2136,radeon r9 m485x,3661.0
2137,radeon rx 460,4101.0
2138,radeon rx 470/570,8002.0
2139,radeon rx 480,8624.0
2140,radeon rx 5300,7580.0
2141,radeon rx 5300m,4307.0
2142,radeon rx 540,1896.0
2143,radeon rx 550,2737.0
2144,radeon rx 5500,8792.0
2145,radeon rx 5500 xt,9138.0
2146,radeon rx 5500m,5563.0
2147,radeon rx 550x,2292.0
2148,radeon rx 560,3645.0
2149,radeon rx 5600,11490.0
2150,radeon rx 5600 oem,12137.0
2151,radeon rx 5600 xt,13632.0
2152,radeon rx 5600m,8796.0
2153,radeon rx 560x,3197.0
2154,radeon rx 5700,14444.0
2155,radeon rx 5700 xt,16572.0
2156,radeon rx 5700 xt 50th anniversary,16568.0
2157,radeon rx 570x,1923.0
2158,radeon rx 580,8856.0
2159,radeon rx 580 2048sp,7698.0
2160,radeon rx 580x,7798.0
2161,radeon rx 590,9390.0
2162,radeon rx 6300,5419.0
2163,radeon rx 640,1983.0
2164,radeon rx 6400,7581.0
2165,radeon rx 6500,7724.0
2166,radeon rx 6500 xt,9568.0
2167,radeon rx 6500m,7773.0
2168,radeon rx 6550m,9604.0
2169,radeon rx 6600,15153.0
2170,radeon rx 6600 xt,16508.0
2171,radeon rx 6600m,13766.0
2172,radeon rx 6600s,13678.0
2173,radeon rx 6650 xt,17213.0
2174,radeon rx 6650m,15075.0
2175,radeon rx 6650m xt,17071.0
2176,radeon rx 6700,19323.0
2177,radeon rx 6700 xt,19871.0
2178,radeon rx 6700m,13587.0
2179,radeon rx 6700s,14963.0
2180,radeon rx 6750 gre 10gb,18614.0
2181,radeon rx 6750 gre 12gb,19297.0
2182,radeon rx 6750 xt,20796.0
2183,radeon rx 6800,22209.0
2184,radeon rx 6800 xt,25031.0
2185,radeon rx 6800m,13263.0
2186,radeon rx 6800s,15408.0
2187,radeon rx 6850m,12274.0
2188,radeon rx 6850m xt,17474.0
2189,radeon rx 6900 xt,26794.0
2190,radeon rx 6950 xt,28162.0
2191,radeon rx 7600,16507.0
2192,radeon rx 7600 xt,17221.0
2193,radeon rx 7600m,3940.0
2194,radeon rx 7600m xt,13185.0
2195,radeon rx 7600s,14562.0
2196,radeon rx 7700 xt,22342.0
2197,radeon rx 7700s,15107.0
2198,radeon rx 780,7898.0
2199,radeon rx 7800 xt,24218.0
2200,radeon rx 7900 gre,26683.0
2201,radeon rx 7900 xt,28843.0
2202,radeon rx 7900 xtx,31036.0
2203,radeon rx 7900m,22365.0
2204,radeon rx vega - renoir ryzen 3 5300u,2312.0
2205,radeon rx vega 10,1636.0
2206,radeon rx vega 10 ryzen 5 3500u,1778.0
2207,radeon rx vega 10 ryzen 7 3700u,1506.0
2208,radeon rx vega 10 ryzen 7 3750h,1841.0
2209,radeon rx vega 10 ryzen 7 pro 3700u w/,1521.0
2210,radeon rx vega 11,2114.0
2211,radeon rx vega 11 prd,2402.0
2212,radeon rx vega 11 processor,1861.0
2213,radeon rx vega 11 ryzen 5 3350g,1854.0
2214,radeon rx vega 11 ryzen 5 3400g,2181.0
2215,radeon rx vega 11 ryzen 5 3400ge,2069.0
2216,radeon rx vega 11 ryzen 7 3700u,2602.0
2217,radeon rx vega 11 ryzen 7 3750h,1856.0
2218,radeon rx vega 56,13229.0
2219,radeon rx vega 6,1015.0
2220,radeon rx vega 6 ryzen 3 3200u,906.0
2221,radeon rx vega 64,14303.0
2222,radeon rx vega 8,1501.0
2223,radeon rx vega m gh,6585.0
2224,radeon rx vega m gl,3791.0
2225,radeon rx vega ryzen 3 5300u,2334.0
2226,radeon rx vega ryzen 5 5500u,2280.0
2227,radeon rx vega11,1605.0
2228,radeon rx vega11 ryzen 7 3750h,1674.0
2229,radeon rx vega11 ryzen 7 microsoft surface edition,1399.0
2230,radeon rx590 gme,8574.0
2231,radeon ryzen 3 3250u,785.0
2232,radeon ryzen 3 5300u,1593.0
2233,radeon ryzen 3 5425u,1547.0
2234,radeon ryzen 3 7330u,1655.0
2235,radeon ryzen 3 7335u,2126.0
2236,radeon ryzen 3 pro 4355ge,1432.0
2237,radeon ryzen 3 pro 5450u,1777.0
2238,radeon ryzen 3 pro 5475u,1541.0
2239,radeon ryzen 3 pro 7330u,1854.0
2240,radeon ryzen 3 pro 7335u,2034.0
2241,radeon ryzen 5 3450u,1124.0
2242,radeon ryzen 5 4400g,2296.0
2243,radeon ryzen 5 4600ge with radeon graphics,1896.0
2244,radeon ryzen 5 5500gt,2649.0
2245,radeon ryzen 5 5500u,2086.0
2246,radeon ryzen 5 5560u,2043.0
2247,radeon ryzen 5 5600ge,2573.0
2248,radeon ryzen 5 5600gt,2618.0
2249,radeon ryzen 5 5600h,2395.0
2250,radeon ryzen 5 5600u,2111.0
2251,radeon ryzen 5 5625u,2141.0
2252,radeon ryzen 5 6600h,3695.0
2253,radeon ryzen 5 6600hs creator edition,3754.0
2254,radeon ryzen 5 6600u,3382.0
2255,radeon ryzen 5 7430u,2165.0
2256,radeon ryzen 5 7530u,2223.0
2257,radeon ryzen 5 7535hs,3532.0
2258,radeon ryzen 5 7535u,3315.0
2259,radeon ryzen 5 7600 6-core,1834.0
2260,radeon ryzen 5 7600x 6-core,1729.0
2261,radeon ryzen 5 7600x3d 6-core,2005.0
2262,radeon ryzen 5 microsoft surface edition,2081.0
2263,radeon ryzen 5 pro 4500u,2078.0
2264,radeon ryzen 5 pro 4655g,2376.0
2265,radeon ryzen 5 pro 4655ge,2362.0
2266,radeon ryzen 5 pro 5650g,2287.0
2267,radeon ryzen 5 pro 5650ge,2381.0
2268,radeon ryzen 5 pro 5655ge,2428.0
2269,radeon ryzen 5 pro 5675u,1939.0
2270,radeon ryzen 5 pro 6650h,3725.0
2271,radeon ryzen 5 pro 6650u,3676.0
2272,radeon ryzen 5 pro 7535u,3285.0
2273,radeon ryzen 5 pro 7645 6-core,1552.0
2274,radeon ryzen 7 3700u,1345.0
2275,radeon ryzen 7 4700g,2614.0
2276,radeon ryzen 7 4700ge,2610.0
2277,radeon ryzen 7 4700u,2044.0
2278,radeon ryzen 7 4800h,3491.0
2279,radeon ryzen 7 4800hs,3598.0
2280,radeon ryzen 7 4800u,2317.0
2281,radeon ryzen 7 4850u mobile,2138.0
2282,radeon ryzen 7 5700u,2308.0
2283,radeon ryzen 7 5800h,2826.0
2284,radeon ryzen 7 5800hs,2507.0
2285,radeon ryzen 7 5800hs creator edition,2271.0
2286,radeon ryzen 7 5800u,2411.0
2287,radeon ryzen 7 5825u,2382.0
2288,radeon ryzen 7 6800h,5442.0
2289,radeon ryzen 7 6800hs,6181.0
2290,radeon ryzen 7 6800hs creator edition,5461.0
2291,radeon ryzen 7 6800u,4583.0
2292,radeon ryzen 7 7700 8-core,1687.0
2293,radeon ryzen 7 7700x 8-core,2135.0
2294,radeon ryzen 7 7730u,2463.0
2295,radeon ryzen 7 7735h,5191.0
2296,radeon ryzen 7 7735hs,5321.0
2297,radeon ryzen 7 7735u,5195.0
2298,radeon ryzen 7 7736u,5792.0
2299,radeon ryzen 7 7800x3d 8-core,1740.0
2300,radeon ryzen 7 microsoft surface edition,2285.0
2301,radeon ryzen 7 pro 4750g,2583.0
2302,radeon ryzen 7 pro 4750ge,2368.0
2303,radeon ryzen 7 pro 4750u,2052.0
2304,radeon ryzen 7 pro 5875u,1989.0
2305,radeon ryzen 7 pro 6850h,5708.0
2306,radeon ryzen 7 pro 6850hs,5044.0
2307,radeon ryzen 7 pro 6850u,5141.0
2308,radeon ryzen 7 pro 6860z,4594.0
2309,radeon ryzen 7 pro 7730u,2314.0
2310,radeon ryzen 7 pro 7735u,4259.0
2311,radeon ryzen 7 pro 7745 8-core,1582.0
2312,radeon ryzen 9 4900h,2669.0
2313,radeon ryzen 9 5900h,2961.0
2314,radeon ryzen 9 5980hs,2749.0
2315,radeon ryzen 9 6900hs,7184.0
2316,radeon ryzen 9 6900hs creator edition,6012.0
2317,radeon ryzen 9 7900 12-core,2225.0
2318,radeon ryzen 9 7900x 12-core,2532.0
2319,radeon ryzen 9 7900x3d 12-core,1697.0
2320,radeon ryzen 9 7950x 16-core,4018.0
2321,radeon ryzen 9 7950x3d 16-core,1639.0
2322,radeon ryzen 9 pro 6950h,5963.0
2323,radeon ryzen 9 pro 6950hs,4251.0
2324,radeon ryzen 9 pro 7945 12-core,1726.0
2325,radeon ryzen embedded r2314,1032.0
2326,radeon ryzen embedded r2514,1482.0
2327,radeon ryzen embedded r2544,1865.0
2328,radeon ryzen embedded v2516,1528.0
2329,radeon ryzen embedded v2546,2237.0
2330,radeon ryzen embedded v2718,1999.0
2331,radeon ryzen embedded v2748,1842.0
2332,radeon sky 500,4709.0
2333,radeon tm,5663.0
2334,radeon tm r9 a360,2060.0
2335,radeon ve,2.0
2336,radeon vega 10,1564.0
2337,radeon vega 10 mobile,1516.0
2338,radeon vega 10 ryzen 7 pro 3700u w/,1653.0
2339,radeon vega 11,1841.0
2340,radeon vega 11 ryzen 5 pro 3350g,2349.0
2341,radeon vega 11 ryzen 5 pro 3400g,1971.0
2342,radeon vega 11 ryzen 5 pro 3400ge w/,1907.0
2343,radeon vega 2,506.0
2344,radeon vega 2 athlon silver 3050u,542.0
2345,radeon vega 3,888.0
2346,radeon vega 3 3020e,569.0
2347,radeon vega 3 athlon 3000g,990.0
2348,radeon vega 3 athlon 300ge,1044.0
2349,radeon vega 3 athlon 300u,862.0
2350,radeon vega 3 athlon 320ge,677.0
2351,radeon vega 3 athlon gold 3150g,1334.0
2352,radeon vega 3 athlon gold 3150u,598.0
2353,radeon vega 3 athlon gold pro 3150ge,920.0
2354,radeon vega 3 athlon pro 300ge w/,935.0
2355,radeon vega 3 athlon silver 3050e,501.0
2356,radeon vega 3 athlon silver 3050u,856.0
2357,radeon vega 3 mobile,1034.0
2358,radeon vega 3 ryzen 3 3200u,849.0
2359,radeon vega 3 ryzen 3 3250u,778.0
2360,radeon vega 3 ryzen embedded r1305g,359.0
2361,radeon vega 3 ryzen embedded r1505g,737.0
2362,radeon vega 3 ryzen embedded r1606g,639.0
2363,radeon vega 6,1308.0
2364,radeon vega 6 ryzen 3 3300u,1297.0
2365,radeon vega 6 ryzen 3 3350u,1537.0
2366,radeon vega 6 ryzen 3 pro 3300u w/,1370.0
2367,radeon vega 8,1583.0
2368,radeon vega 8 mobile,1428.0
2369,radeon vega 8 ryzen 3 3200g,1929.0
2370,radeon vega 8 ryzen 3 3200ge,1722.0
2371,radeon vega 8 ryzen 3 pro 3200g,1837.0
2372,radeon vega 8 ryzen 3 pro 3200ge w/,1498.0
2373,radeon vega 8 ryzen 5 3450u,1253.0
2374,radeon vega 8 ryzen 5 3500u,1394.0
2375,radeon vega 8 ryzen 5 3550h,1681.0
2376,radeon vega 8 ryzen 5 pro 3500u w/,1487.0
2377,radeon vega 9,1590.0
2378,radeon vega 9 ryzen 5 3550h,1561.0
2379,radeon vega 9 ryzen 5 microsoft surface edition,1516.0
2380,radeon vega frontier edition,13226.0
2381,radeon vii,16660.0
2382,radeon with 3 5300u ryzen 3 5300u,1266.0
2383,radeon x1050,49.0
2384,radeon x1200,33.0
2385,radeon x1250,37.0
2386,radeon x1270,31.0
2387,radeon x1300,58.0
2388,radeon x1300 pro,84.0
2389,radeon x1550,67.0
2390,radeon x1550 64-bit,48.0
2391,radeon x1600,49.0
2392,radeon x1600 pro,99.0
2393,radeon x1600 pro / x1300xt,69.0
2394,radeon x1600 xt,116.0
2395,radeon x1650 gto,75.0
2396,radeon x1650 pro,85.0
2397,radeon x1650 se,71.0
2398,radeon x1700 targa edition,117.0
2399,radeon x1800 gto,141.0
2400,radeon x1900 crossfire edition,137.0
2401,radeon x1900 gt,146.0
2402,radeon x1950 crossfire edition,151.0
2403,radeon x1950 gt,106.0
2404,radeon x1950 pro,113.0
2405,radeon x300se,38.0
2406,radeon x550,51.0
2407,radeon x550xt,56.0
2408,radeon x550xtx,71.0
2409,radeon x600 256mb hypermemory,57.0
2410,radeon x600 pro,67.0
2411,radeon x600 se,49.0
2412,radeon x600xt,92.0
2413,radeon x700,73.0
2414,radeon x700 pro,76.0
2415,radeon x700 se,71.0
2416,radeon x800 gt,84.0
2417,radeon x800 gto,115.0
2418,radeon x800 pro,65.0
2419,radeon x800 pro/gto,73.0
2420,radeon x800 se,130.0
2421,radeon x800 xl,69.0
2422,radeon x800 xt,98.0
2423,radeon x800 xt platinum edition,81.0
2424,radeon x800gt,80.0
2425,radeon x850 pro,73.0
2426,radeon x850 xt,81.0
2427,radeon x850 xt platinum edition,82.0
2428,radeon xpress 1100,34.0
2429,radeon xpress 1150,30.0
2430,radeon xpress 1200,36.0
2431,radeon xpress 1250,43.0
2432,radeon xpress 1270,27.0
2433,radeon xpress 1300,52.0
2434,radeon xpress 1300m,40.0
2435,radeon xpress 200,30.0
2436,radeon xpress 200 crossfire,18.0
2437,radeon xpress 200m,23.0
2438,radeont 610m,1101.0
2439,radeont 660m ryzen 5 7535hs,4051.0
2440,radeont 680m ryzen 7 7735hs,5651.0
2441,radeont 760m,5846.0
2442,radeont 780m,7103.0
2443,radeont rx 6850m xt,13848.0
2444,radeont rx vega 11,1621.0
2445,radeont vega 8,1894.0
2446,rage 128 pro,1.0
2447,rage 128 pro agp 4x tmds,1.0
2448,rage fury pro/xpert 2000 pro,3.0
2449,rdpdd chained dd,200.0
2450,red hat qxl controller,32.0
2451,rgh drivers v3,11.0
2452,riva tnt2 model 64/model 64 pro,4.0
2453,riva tnt2/tnt2 pro,3.0
2454,rtx 1000 ada generation laptop gpu,14116.0
2455,rtx 2000 ada generation,17810.0
2456,rtx 2000 ada generation laptop gpu,15253.0
2457,rtx 3000 ada generation laptop gpu,16345.0
2458,rtx 3500 ada generation laptop gpu,18947.0
2459,rtx 4000 ada generation,25014.0
2460,rtx 4000 ada generation laptop gpu,23015.0
2461,rtx 4000 sff ada generation,20922.0
2462,rtx 4500 ada generation,29817.0
2463,rtx 500 ada generation laptop gpu,11331.0
2464,rtx 5000 ada generation,28000.0
2465,rtx 5000 ada generation laptop gpu,23992.0
2466,rtx 5880 ada generation,34569.0
2467,rtx 6000 ada generation,27821.0
2468,rtx a1000,11062.0
2469,rtx a1000 6gb laptop gpu,10124.0
2470,rtx a1000 embedded gpu,11369.0
2471,rtx a1000 laptop gpu,9533.0
2472,rtx a2000,13726.0
2473,rtx a2000 12gb,13692.0
2474,rtx a2000 8gb laptop gpu,10943.0
2475,rtx a2000 laptop gpu,9934.0
2476,rtx a3000 12gb laptop gpu,14350.0
2477,rtx a3000 laptop gpu,12493.0
2478,rtx a400,3565.0
2479,rtx a4000,19431.0
2480,rtx a4000 laptop gpu,15354.0
2481,rtx a4500,21669.0
2482,rtx a4500 embedded gpu,10916.0
2483,rtx a4500 laptop gpu,17452.0
2484,rtx a500 laptop gpu,6776.0
2485,rtx a5000,22848.0
2486,rtx a5000 laptop gpu,16066.0
2487,rtx a5500,22282.0
2488,rtx a5500 laptop gpu,17350.0
2489,rtx a6000,22608.0
2490,rtxa5000-6q,1522.0
2491,rtxa6000-8q,4237.0
2492,rv530 pro,119.0
2493,ryzen 3 4300g with radeon graphics,2059.0
2494,ryzen 3 4300ge with radeon graphics,2271.0
2495,ryzen 3 4300u with radeon graphics,1359.0
2496,ryzen 3 5300g with radeon graphics,1945.0
2497,ryzen 3 5300ge with radeon graphics,1917.0
2498,ryzen 3 5300u with radeon graphics,1528.0
2499,ryzen 3 5400u with radeon graphics,1584.0
2500,ryzen 3 5425u with radeon graphics,1668.0
2501,ryzen 3 7330u with radeon graphics,1650.0
2502,ryzen 3 pro 4200g with radeon graphics,1799.0
2503,ryzen 3 pro 4200ge with radeon graphics,1748.0
2504,ryzen 3 pro 4300u with radeon graphics,1543.0
2505,ryzen 3 pro 4350g with radeon graphics,2125.0
2506,ryzen 3 pro 4350ge with radeon graphics,1896.0
2507,ryzen 3 pro 4450u with radeon graphics,1539.0
2508,ryzen 3 pro 5350g with radeon graphics,2324.0
2509,ryzen 3 pro 5350ge with radeon graphics,1785.0
2510,ryzen 3 pro 5450u with radeon graphics,1601.0
2511,ryzen 3 pro 5475u with radeon graphics,1432.0
2512,ryzen 3 pro 7330u with radeon graphics,1985.0
2513,ryzen 5 2500u with radeon vega,1503.0
2514,ryzen 5 4500u with radeon graphics,1819.0
2515,ryzen 5 4600g with radeon graphics,2370.0
2516,ryzen 5 4600h with radeon graphics,2191.0
2517,ryzen 5 4600hs with radeon graphics,8371.0
2518,ryzen 5 4600u with radeon graphics,1901.0
2519,ryzen 5 5500gt with radeon graphics,2517.0
2520,ryzen 5 5500u with radeon graphics,1991.0
2521,ryzen 5 5560u with radeon graphics,2073.0
2522,ryzen 5 5600g with radeon graphics,2582.0
2523,ryzen 5 5600ge with radeon graphics,2602.0
2524,ryzen 5 5600gt with radeon graphics,2007.0
2525,ryzen 5 5600h with radeon graphics,2336.0
2526,ryzen 5 5600u with radeon graphics,2178.0
2527,ryzen 5 5625u with radeon graphics,1989.0
2528,ryzen 5 6600h with radeon graphics,3525.0
2529,ryzen 5 6600hs creator edition,3671.0
2530,ryzen 5 6600u with radeon graphics,3233.0
2531,ryzen 5 7530u with radeon graphics,2269.0
2532,ryzen 5 7535hs with radeon graphics,3680.0
2533,ryzen 5 7535u with radeon graphics,3529.0
2534,ryzen 5 pro 4400g with radeon graphics,2306.0
2535,ryzen 5 pro 4400ge with radeon graphics,1442.0
2536,ryzen 5 pro 4500u with radeon graphics,2008.0
2537,ryzen 5 pro 4650g with radeon graphics,2399.0
2538,ryzen 5 pro 4650ge with radeon graphics,2114.0
2539,ryzen 5 pro 4650u with radeon graphics,1754.0
2540,ryzen 5 pro 5650g with radeon graphics,2501.0
2541,ryzen 5 pro 5650ge with radeon graphics,2436.0
2542,ryzen 5 pro 5650u with radeon graphics,2049.0
2543,ryzen 5 pro 5675u with radeon graphics,1720.0
2544,ryzen 5 pro 6650h with radeon graphics,3727.0
2545,ryzen 5 pro 6650u,3519.0
2546,ryzen 5 pro 6650u with radeon graphics,3515.0
2547,ryzen 5 pro 7530u with radeon graphics,1939.0
2548,ryzen 7 2700u with radeon vega,1617.0
2549,ryzen 7 4700g with radeon graphics,2187.0
2550,ryzen 7 4700ge with radeon graphics,2496.0
2551,ryzen 7 4700u with radeon graphics,2034.0
2552,ryzen 7 4800h with radeon graphics,2113.0
2553,ryzen 7 4800hs with radeon graphics,6999.0
2554,ryzen 7 4800u with radeon graphics,2344.0
2555,ryzen 7 5700g with radeon graphics,2795.0
2556,ryzen 7 5700ge with radeon graphics,2771.0
2557,ryzen 7 5700u with radeon graphics,2246.0
2558,ryzen 7 5800h with radeon graphics,2740.0
2559,ryzen 7 5800hs with radeon graphics,2917.0
2560,ryzen 7 5800u with radeon graphics,2362.0
2561,ryzen 7 5825u with radeon graphics,2343.0
2562,ryzen 7 6800h,5248.0
2563,ryzen 7 6800h with radeon graphics,4801.0
2564,ryzen 7 6800hs,5237.0
2565,ryzen 7 6800hs creator edition,5382.0
2566,ryzen 7 6800hs with radeon graphics,6677.0
2567,ryzen 7 6800u,5006.0
2568,ryzen 7 6800u with radeon graphics,4829.0
2569,ryzen 7 7730u with radeon graphics,2470.0
2570,ryzen 7 7735hs with radeon graphics,5128.0
2571,ryzen 7 7735u with radeon graphics,5216.0
2572,ryzen 7 extreme edition,2227.0
2573,ryzen 7 pro 4700g with radeon graphics,2880.0
2574,ryzen 7 pro 4750g with radeon graphics,2682.0
2575,ryzen 7 pro 4750ge with radeon graphics,2550.0
2576,ryzen 7 pro 4750u with radeon graphics,2030.0
2577,ryzen 7 pro 5750g with radeon graphics,2441.0
2578,ryzen 7 pro 5750ge with radeon graphics,2528.0
2579,ryzen 7 pro 5850u with radeon graphics,2271.0
2580,ryzen 7 pro 5875u with radeon graphics,2067.0
2581,ryzen 7 pro 6850hs with radeon graphics,3736.0
2582,ryzen 7 pro 6850u,5581.0
2583,ryzen 7 pro 6850u with radeon graphics,5116.0
2584,ryzen 7 pro 6860z,5077.0
2585,ryzen 7 pro 6860z with radeon graphics,4869.0
2586,ryzen 7 pro 7730u with radeon graphics,2549.0
2587,ryzen 9 4900h with radeon graphics,2714.0
2588,ryzen 9 4900hs with radeon graphics,7419.0
2589,ryzen 9 4900hss with radeon graphics,9461.0
2590,ryzen 9 5900hs with radeon graphics,5570.0
2591,ryzen 9 5900hx with radeon graphics,2887.0
2592,ryzen 9 5980hs with radeon graphics,2534.0
2593,ryzen 9 6900hs,8005.0
2594,ryzen 9 6900hs with radeon graphics,6098.0
2595,ryzen 9 6900hx with radeon graphics,5354.0
2596,ryzen 9 pro 6950h,5759.0
2597,ryzen 9 pro 6950h with radeon graphics,5828.0
2598,ryzen 9 pro 6950hs with radeon graphics,4705.0
2599,ryzen3 5300u ryzen 3 5300u,1268.0
2600,s3 5400ew,146.0
2601,s3 chrome 430 ulp,40.0
2602,s3 chrome s25,23.0
2603,s3 chrome s25 ddr2,18.0
2604,s3 chrome s27 ddr3,33.0
2605,s3 inc. savage4,3.0
2606,s3 prosavageddr,1.0
2607,s3 supersavage/ixc 1014,2.0
2608,sapphire radeon 9000 atlantis pro,5.0
2609,sapphire radeon 9600 atlantis,47.0
2610,sapphire radeon x1550,61.0
2611,sapphire radeon x800 gt,113.0
2612,seria mobility radeon hd 3400,125.0
2613,seria radeon hd 7700,1604.0
2614,snapdragon x elite - x1e001de - qualcomm adreno gp,3276.0
2615,snapdragon x elite - x1e78100 - qualcomm adreno gp,2572.0
2616,snapdragon x elite - x1e80100 - qualcomm adreno gp,2607.0
2617,snapdragon x elite - x1e84100 - qualcomm adreno gp,2981.0
2618,snapdragon x plus - x1p64100 - qualcomm adreno gpu,2569.0
2619,sumo 9640,650.0
2620,sumo 9644,466.0
2621,sumo 964a,498.0
2622,superdisplay virtual adapter,10390.0
2623,surface duo adreno 640 gpu,592.0
2624,t1000,7643.0
2625,t1000 8gb,7573.0
2626,t1200 laptop gpu,7804.0
2627,t400,3625.0
2628,t400 4gb,3760.0
2629,t500,3674.0
2630,t550 laptop gpu,4834.0
2631,t600,6464.0
2632,t600 laptop gpu,7071.0
2633,tensor 1.0 driver intel hd 530,958.0
2634,tensor 1.0 driver intel hd 630,1300.0
2635,tesla c2050,3176.0
2636,tesla c2050 / c2070,3428.0
2637,tesla c2070,3121.0
2638,tesla c2075,3017.0
2639,tesla k20m,4432.0
2640,tesla k20xm,2918.0
2641,tesla k40c,4495.0
2642,tesla k40m,3281.0
2643,tesla k80,5852.0
2644,tesla m10,3172.0
2645,tesla m2070-q,1306.0
2646,tesla m40,10465.0
2647,tesla m40 24gb,10418.0
2648,tesla m6,6284.0
2649,tesla m60,7551.0
2650,tesla p100-pcie-16gb,7225.0
2651,tesla p4,8922.0
2652,tesla p40,12190.0
2653,tesla t10,12650.0
2654,tesla t4,10744.0
2655,tesla v100-pcie-16gb,12328.0
2656,tesla v100-pcie-32gb,8260.0
2657,tesla v100-sxm2-16gb,16235.0
2658,titan rtx,19946.0
2659,titan v,19743.0
2660,titan v ceo edition,16988.0
2661,titan xp collectors edition,19106.0
2662,trinity devastator mobile,699.0
2663,trinity scrapper mobile,498.0
2664,usb mobile monitor virtual display,867.0
2665,v9560xt,6.0
2666,vanta/vanta lt,3.0
2667,via chrome9 hc igp,4.0
2668,via chrome9 hc igp family,4.0
2669,via chrome9 hc igp family wddm,4.0
2670,via chrome9 hc igp prerelease wddm 1.1,2.0
2671,via chrome9 hc igp wddm,3.0
2672,via chrome9 hc igp wddm 1.1,3.0
2673,via chrome9 hc3 igp,3.0
2674,via chrome9 hc3 igp wddm 1.1,1.0
2675,via chrome9 hcm igp,2.0
2676,via chrome9 hd igp,9.0
2677,via/s3 chrome 520 igp,115.0
2678,via/s3g c-645/640 gpu,132.0
2679,via/s3g chrome 645/640 gpu,110.0
2680,via/s3g deltachrome igp,3.0
2681,via/s3g km400/kn400,4.0
2682,via/s3g unichrome igp,4.0
2683,via/s3g unichrome pro igp,5.0
2684,via/s3g unichromeii,6.0
2685,virtual display device,1650.0
2686,visiontek radeon 7000,2.0
2687,winfast a250 le,5.0
2688,winsta0\\default,4125.0
2689,xabre,5.0
2690,xgi volari family v1.13.23.d_v,5.0
2691,zx c-1080,352.0
2692,zx c-960,83.0
2693,zx chrome 645/640 gpu,147.0
